indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
6380/3W,6380/3W OBRAZEK ŚW. RODZINA 15x27 CM,https://wikomistral.ddns.net/Obrazki/6380.3W_6380W.jpg,15x27 cm,Mirosilver,23,244.22,488.44,0,Beltrami s.r.l.,,cm,"15,000","27,000",2025-11-01 02:42:15
6380/3WM,6380/3WM OBRAZEK ŚW. RODZINA 15x27 CM,https://wikomistral.ddns.net/Obrazki/6380.3WM_6380 WM.jpg,15x27 cm,Mirosilver,23,244.22,488.44,7,Beltrami s.r.l.,,cm,"15,000","27,000",2025-11-01 02:42:15
6380/5,6380/5 OBRAZ ŚW. RODZINA 18x36 CM,https://wikomistral.ddns.net/Obrazki/6380.5_6380.jpg,18x36 cm,Mirosilver,23,445.20,801.36,19,Beltrami s.r.l.,,cm,"18,000","36,000",2025-11-01 02:42:15
6380/5FB,6380/5FB OBRAZ ŚW. RODZINA 29x47 CM,https://wikomistral.ddns.net/Obrazki/6380.5FB_6380FB.jpg,29x47 cm,Mirosilver,23,525.83,946.49,10,Beltrami s.r.l.,,cm,"29,000","47,000",2025-11-01 02:42:15
6380/5TP,6380/5TP OBRAZ ŚW. RODZINA 24x42 CM,https://wikomistral.ddns.net/Obrazki/6380.5TP_6380TP.jpg,24x42 cm,Mirosilver,23,502.46,904.43,24,Beltrami s.r.l.,,cm,"24,000","42,000",2025-11-01 02:42:15
6380/5W,"6380/5W OBRAZ ŚW. RODZINA 21,5x40 CM",https://wikomistral.ddns.net/Obrazki/6380.5W_6380W.jpg,"21,5x40 cm",Mirosilver,23,415.25,747.45,1,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-01 02:42:15
6380/5WM,"6380/5WM OBRAZ ŚW. RODZINA 21,5x40 CM",https://wikomistral.ddns.net/Obrazki/6380.5WM_6380 WM.jpg,"21,5x40 cm",Mirosilver,23,415.25,747.45,3,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-01 02:42:15
6380/7,6380/7 OBRAZ ŚW. RODZINA 24x47 CM,https://wikomistral.ddns.net/Obrazki/6380.7_6380.jpg,24x47 cm,Mirosilver,23,749.01,1348.22,5,Beltrami s.r.l.,,cm,"24,000","47,000",2025-11-01 02:42:15
6380/7TP,6380/7TP OBRAZ ŚW. RODZINA 30x51 CM,https://wikomistral.ddns.net/Obrazki/6380.7TP_6380TP.jpg,30x51 cm,Mirosilver,23,641.57,1154.83,1,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-01 02:42:15
6380F/2X,6380F/2X PANEL ŚW. RODZINA 21x23 CM,https://wikomistral.ddns.net/Obrazki/6380F.2X_6380F.jpg,21x23 cm,Mirosilver,23,169.43,338.86,18,Beltrami s.r.l.,,cm,"21,000","23,000",2025-11-01 02:42:15
6380F/3,"6380F/3 PANEL ŚW. RODZINA 28x30,5 CM",https://wikomistral.ddns.net/Obrazki/6380F.3_6380F.jpg,"28x30,5 cm",Mirosilver,23,269.92,485.86,8,Beltrami s.r.l.,,cm,"28,000","30,000",2025-11-01 02:42:15
6380F/5,6380F/5 PANEL ŚW. RODZINA 38x46 CM,https://wikomistral.ddns.net/Obrazki/6380F.5_6380F.jpg,38x46 cm,Mirosilver,23,543.35,978.03,2,Beltrami s.r.l.,,cm,"38,000","46,000",2025-11-01 02:42:15
6380M/2XA,6380M/2XA PANEL ŚW. RODZINA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6380M.2XA_6380MA.jpg,16x24 cm,Mirosilver,23,164.76,329.52,62,Beltrami s.r.l.,,cm,"16,000","24,000",2025-11-01 02:42:15
6380M/3A,6380M/3A PANEL ŚW. RODZINA 21x31 CM,https://wikomistral.ddns.net/Obrazki/6380M.3A_6380MA.jpg,21x31 cm,Mirosilver,23,258.24,464.83,17,Beltrami s.r.l.,,cm,"21,000","31,000",2025-11-01 02:42:15
6380M/5A,6380M/5A PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6380M.5A_6380MA.jpg,31x46 cm,Mirosilver,23,526.99,948.58,5,Beltrami s.r.l.,,cm,"31,000","46,000",2025-11-01 02:42:15
6380P/2XA,6380P/2XA PANEL ŚW. RODZINA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6380P.2XA_6380PA.jpg,16x24 cm,Mirosilver,23,164.76,329.52,18,Beltrami s.r.l.,,cm,"16,000","24,000",2025-11-01 02:42:15
6380P/3A,6380P/3A PANEL ŚW. RODZINA 21x31 CM,https://wikomistral.ddns.net/Obrazki/6380P.3A_6380PA.jpg,21x31 cm,Mirosilver,23,258.24,464.83,9,Beltrami s.r.l.,,cm,"21,000","31,000",2025-11-01 02:42:15
6380P/5A,6380P/5A PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6380P.5A_6380PA.jpg,31x46 cm,Mirosilver,23,526.99,948.58,8,Beltrami s.r.l.,,cm,"31,000","46,000",2025-11-01 02:42:15
6380SFW/2X,6380SFW/2X PANEL ŚW. RODZINA 21x23 CM,https://wikomistral.ddns.net/Obrazki/6380SFW.2X_6380SF.jpg,21x23 cm,Mirosilver,23,169.43,338.86,18,Beltrami s.r.l.,,cm,"21,000","23,000",2025-11-01 02:42:15
6380SFW/3,"6380SFW/3 PANEL ŚW. RODZINA 28x30,5 CM",https://wikomistral.ddns.net/Obrazki/6380SFW.3_6380SF.jpg,"28x30,5 cm",Mirosilver,23,269.92,485.86,19,Beltrami s.r.l.,,cm,"28,000","30,500",2025-11-01 02:42:15
6380SFW/5,6380SFW/5 PANEL ŚW. RODZINA 38x46 CM,https://wikomistral.ddns.net/Obrazki/6380SFW.5_6380SF.jpg,38x46 cm,Mirosilver,23,543.35,978.03,11,Beltrami s.r.l.,,cm,"38,000","46,000",2025-11-01 02:42:15
6380SFWP/2X,6380SFWP/2X PANEL ŚW. RODZINA 21x23 CM,https://wikomistral.ddns.net/Obrazki/6380SFWP.2X_6380SFWP.jpg,21x23 cm,Mirosilver,23,169.43,338.86,13,Beltrami s.r.l.,,cm,"21,000","23,000",2025-11-01 02:42:15
6380SFWP/3,"6380SFWP/3 PANEL ŚW. RODZINA 28x30,5 CM",https://wikomistral.ddns.net/Obrazki/6380SFWP.3_6380SFWP.jpg,"28x30,5 cm",Mirosilver,23,269.92,485.86,7,Beltrami s.r.l.,,cm,"28,000","30,500",2025-11-01 02:42:15
6380SFWP/5,6380SFWP/5 PANEL ŚW. RODZINA 38x46 CM,https://wikomistral.ddns.net/Obrazki/6380SFWP.5_6380SFWP.jpg,38x46 cm,Mirosilver,23,543.35,978.03,10,Beltrami s.r.l.,,cm,"38,000","46,000",2025-11-01 02:42:15
6380SW/2X,6380SW/2X OBRAZEK ŚW. RODZINA 9x18 CM,https://wikomistral.ddns.net/Obrazki/6380SW.2X_6380S.jpg,9x18 cm,Mirosilver,23,142.56,313.63,21,Beltrami s.r.l.,,cm,"9,000","18,000",2025-11-01 02:42:15
6380SW/2XFB,6380SW/2XFB PANEL ŚW. RODZINA 16x25 CM,https://wikomistral.ddns.net/Obrazki/6380SW.2XFB_6380SW-FB.jpg,16x25 cm,Mirosilver,23,165.93,331.86,50,Beltrami s.r.l.,,cm,"16,000","25,000",2025-11-01 02:42:15
6380SW/2XTP,6380SW/2XTP OBRAZEK ŚW. RODZINA 13x22 CM,https://wikomistral.ddns.net/Obrazki/6380SW.2XTP_6380STP.jpg,13x22 cm,Mirosilver,23,158.92,317.84,24,Beltrami s.r.l.,,cm,"13,000","22,000",2025-11-01 02:42:15
6380SW/3,6380SW/3 OBRAZEK ŚW. RODZINA 12x24 CM,https://wikomistral.ddns.net/Obrazki/6380SW.3_6380S.jpg,12x24 cm,Mirosilver,23,220.85,441.70,21,Beltrami s.r.l.,,cm,"12,000","24,000",2025-11-01 02:42:15
6380SW/3FB,6380SW/3FB PANEL ŚW. RODZINA 21x33 CM,https://wikomistral.ddns.net/Obrazki/6380SW.3FB_6380SW-FB.jpg,21x33 cm,Mirosilver,23,261.74,471.13,26,Beltrami s.r.l.,,cm,"21,000","33,000",2025-11-01 02:42:15
6380SW/3TP,6380SW/3TP OBRAZEK ŚW. RODZINA 16x28 CM,https://wikomistral.ddns.net/Obrazki/6380SW.3TP_6380STP.jpg,16x28 cm,Mirosilver,23,246.55,493.10,1,Beltrami s.r.l.,,cm,"16,000","28,000",2025-11-01 02:42:15
6380SW/5,6380SW/5 OBRAZ ŚW. RODZINA 18x36 CM,https://wikomistral.ddns.net/Obrazki/6380SW.5_6380S.jpg,18x36 cm,Mirosilver,23,445.20,801.36,0,Beltrami s.r.l.,,cm,"18,000","36,000",2025-11-01 02:42:15
6380SW/5TP,6380SW/5TP OBRAZ ŚW. RODZINA 24x42 CM,https://wikomistral.ddns.net/Obrazki/6380SW.5TP_6380STP.jpg,24x42 cm,Mirosilver,23,502.46,904.43,0,Beltrami s.r.l.,,cm,"24,000","42,000",2025-11-01 02:42:15
6380SW/7,6380SW/7 OBRAZ ŚW. RODZINA 24x47 CM,https://wikomistral.ddns.net/Obrazki/6380SW.7_6380S.jpg,24x47 cm,Mirosilver,23,749.01,1348.22,18,Beltrami s.r.l.,,cm,"24,000","47,000",2025-11-01 02:42:15
6380SWM/2XA,6380SWM/2XA PANEL ŚW. RODZINA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6380SWM.2XA_6380SWMA.jpg,16x24 cm,Mirosilver,23,164.76,329.52,26,Beltrami s.r.l.,,cm,"16,000","24,000",2025-11-01 02:42:15
6380SWM/3A,6380SWM/3A PANEL ŚW. RODZINA 21x31 CM,https://wikomistral.ddns.net/Obrazki/6380SWM.3A_6380SWMA.jpg,21x31 cm,Mirosilver,23,258.24,464.83,22,Beltrami s.r.l.,,cm,"21,000","31,000",2025-11-01 02:42:15
6380SWM/5A,6380SWM/5A PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6380SWM.5A_6380SWMA.jpg,31x46 cm,Mirosilver,23,526.99,948.58,8,Beltrami s.r.l.,,cm,"31,000","46,000",2025-11-01 02:42:15
6380SWP/2XA,6380SWP/2XA PANEL ŚW. RODZINA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6380SWP.2XA_6380SWP.jpg,16x24 cm,Mirosilver,23,164.76,329.52,14,Beltrami s.r.l.,,cm,"16,000","24,000",2025-11-01 02:42:15
6380SWP/3A,6380SWP/3A PANEL ŚW. RODZINA 21x31 CM,https://wikomistral.ddns.net/Obrazki/6380SWP.3A_6380SWP.jpg,21x31 cm,Mirosilver,23,258.24,464.83,16,Beltrami s.r.l.,,cm,"21,000","31,000",2025-11-01 02:42:15
6380SWP/5A,6380SWP/5A PANEL ŚW. RODZINA 31x46 CM,https://wikomistral.ddns.net/Obrazki/6380SWP.5A_6380SWP.jpg,31x46 cm,Mirosilver,23,526.99,948.58,9,Beltrami s.r.l.,,cm,"31,000","46,000",2025-11-01 02:42:15
6381/2,6381/2 OBRAZEK MATKA BOŻA 6x12 CM,https://wikomistral.ddns.net/Obrazki/6381.2_6381.jpg,6x12 cm,Mirosilver,23,86.47,207.53,54,Beltrami s.r.l.,Bierzmowanie,cm,"6,000","12,000",2025-11-01 02:42:15
6381/2COL,6381/2COL OBRAZEK MATKA BOŻA 6x12 CM,https://wikomistral.ddns.net/Obrazki/6381.2COL_6381COL.jpg,6x12 cm,Mirosilver,23,92.31,221.54,86,Beltrami s.r.l.,,cm,"6,000","12,000",2025-11-01 02:42:15
6381/2TP,6381/2TP OBRAZEK MATKA BOŻA 9x15 CM,https://wikomistral.ddns.net/Obrazki/6381.2TP_6381TP.jpg,9x15 cm,Mirosilver,23,93.48,224.35,16,Beltrami s.r.l.,Bierzmowanie,cm,"9,000","15,000",2025-11-01 02:42:15
6381/2X,6381/2X OBRAZEK MATKA BOŻA 9x18 CM,https://wikomistral.ddns.net/Obrazki/6381.2X_6381.jpg,9x18 cm,Mirosilver,23,142.56,313.63,69,Beltrami s.r.l.,Bierzmowanie,cm,"9,000","18,000",2025-11-01 02:42:15
6381/2XCOL,6381/2XCOL OBRAZEK MATKA BOŻA 9x18 CM,https://wikomistral.ddns.net/Obrazki/6381.2XCOL_6381COL.jpg,9x18 cm,Mirosilver,23,153.07,306.14,9,Beltrami s.r.l.,,cm,"9,000","18,000",2025-11-01 02:42:15
6381/2XTP,6381/2XTP OBRAZEK MATKA BOŻA 13x22 CM,https://wikomistral.ddns.net/Obrazki/6381.2XTP_6381TP.jpg,13x22 cm,Mirosilver,23,158.92,317.84,24,Beltrami s.r.l.,Bierzmowanie,cm,"13,000","22,000",2025-11-01 02:42:15
6381/3,6381/3 OBRAZEK MATKA BOŻA 12x24 CM,https://wikomistral.ddns.net/Obrazki/6381.3_6381.jpg,12x24 cm,Mirosilver,23,220.85,441.70,20,Beltrami s.r.l.,Bierzmowanie,cm,"12,000","24,000",2025-11-01 02:42:15
6381/3COL,6381/3COL OBRAZEK MATKA BOŻA 12x24 CM,https://wikomistral.ddns.net/Obrazki/6381.3COL_6381COL.jpg,12x24 cm,Mirosilver,23,236.04,472.08,6,Beltrami s.r.l.,,cm,"12,000","24,000",2025-11-01 02:42:15
6381/5,6381/5 OBRAZ MATKA BOŻA 18x36 CM,https://wikomistral.ddns.net/Obrazki/6381.5_6381.jpg,18x36 cm,Mirosilver,23,445.20,801.36,10,Beltrami s.r.l.,Bierzmowanie,cm,"18,000","36,000",2025-11-01 02:42:15
6381/5WM,6381/5WM OBRAZEK MADONNA 20x38 CM,https://wikomistral.ddns.net/Obrazki/6381.5WM_6381 wm.jpg,"21,5x40 cm",Mirosilver,23,415.25,747.45,1,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-01 02:42:15
6381F/2X,6381F/2X PANEL MATKA BOŻA 21x23 CM,https://wikomistral.ddns.net/Obrazki/6381F.2X_6381f.jpg,21x23 cm,Mirosilver,23,169.43,338.86,5,Beltrami s.r.l.,Bierzmowanie,cm,"21,000","23,000",2025-11-01 02:42:15
6381M/2XA,6381M/2XA PANEL MATKA BOŻA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6381M.2XA_6381M_ALBERO.jpg,16x24 cm,Mirosilver,23,164.76,329.52,108,Beltrami s.r.l.,PROM,cm,"16,000","24,000",2025-11-01 02:42:15
6381P/2XA,6381P/2XA PANEL MATKA BOŻA 16x24 CM,https://wikomistral.ddns.net/Obrazki/6381P.2XA_6381P.jpg,16x24 cm,Mirosilver,23,164.76,329.52,3,Beltrami s.r.l.,,cm,"16,000","24,000",2025-11-01 02:42:15
6384/1X,6384/1X OBRAZEK ANIOŁEK 7x9 CM,https://wikomistral.ddns.net/Obrazki/6384.1X_6383.jpg,7x9 cm,Mirosilver,23,60.02,144.05,1,Beltrami s.r.l.,,cm,"7,000","9,000",2025-11-01 02:42:15
6387/2X,6387/2X OBRAZEK ANIOŁEK 12x12 CM,https://wikomistral.ddns.net/Obrazki/6387.2X_6387 nowy.jpg,12x12 cm,Mirosilver,23,110.21,242.46,2,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6387/3,6387/3 OBRAZEK ANIOŁEK 16x16 CM,https://wikomistral.ddns.net/Obrazki/6387.3_6387 nowy.jpg,16x16 cm,Mirosilver,23,169.25,338.50,2,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6404/2,6404/2 OBRAZEK ŚW. RODZINA 7x9 CM,https://wikomistral.ddns.net/Obrazki/6404.2_6404.jpg,7x9 cm,Mirosilver,23,79.46,190.70,33,Beltrami s.r.l.,,cm,"7,000","9,000",2025-11-01 02:42:15
6404/3,6404/3 OBRAZEK ŚW. RODZINA 13x18 CM,https://wikomistral.ddns.net/Obrazki/6404.3_6404.jpg,13x18 cm,Mirosilver,23,186.96,373.92,26,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6404/5,6404/5 OBRAZ ŚW. RODZINA 26x35 CM,https://wikomistral.ddns.net/Obrazki/6404.5_6404.jpg,26x35 cm,Mirosilver,23,600.61,1081.10,7,Beltrami s.r.l.,,cm,"26,000","35,000",2025-11-01 02:42:15
6410/1,"6410/1 KRZYŻ h11,5 CM",https://wikomistral.ddns.net/Obrazki/6410.1_6410.jpg,"h11,5 cm",Mirosilver,23,64.27,154.25,12,Beltrami s.r.l.,,cm,"0,000","11,500",2025-11-01 02:42:15
6410/2,"6410/2 KRZYŻ h17,5 CM",https://wikomistral.ddns.net/Obrazki/6410.2_6410.jpg,"h17,5 cm",Mirosilver,23,94.65,227.16,0,Beltrami s.r.l.,,cm,"0,000","17,500",2025-11-01 02:42:15
6412/2,6412/2 OBRAZEK MATKA BOŻA KARMIĄCA 6x12   CM,https://wikomistral.ddns.net/Obrazki/6412.2_6412m.jpg,6x12 cm,Mirosilver,23,86.47,207.53,14,Beltrami s.r.l.,,cm,"6,000","12,000",2025-11-01 02:42:15
6412/3,6412/3 OBRAZEK MATKA BOŻA KARMIĄCA 12x24  CM,https://wikomistral.ddns.net/Obrazki/6412.3_6412m.jpg,12x24 cm,Mirosilver,23,220.85,441.70,19,Beltrami s.r.l.,,cm,"12,000","24,000",2025-11-01 02:42:15
6412/5,6412/5 OBRAZ MATKA BOŻA KARMIĄCA 18x36  CM,https://wikomistral.ddns.net/Obrazki/6412.5_6412m.jpg,18x36 cm,Mirosilver,23,445.20,801.36,7,Beltrami s.r.l.,,cm,"18,000","36,000",2025-11-01 02:42:15
6412F/5,6412F/5 PANEL MATKA BOŻA KARMIĄCA 38x46  CM,https://wikomistral.ddns.net/Obrazki/6412F.5_6412FM.jpg,38x46 cm,Mirosilver,23,285.98,514.76,2,Beltrami s.r.l.,,cm,"38,000","46,000",2025-11-01 02:42:15
6412FP/5,6412FP/5 PANEL MATKA BOŻA KARMIĄCA 38x46  CM,https://wikomistral.ddns.net/Obrazki/6412FP.5_6412FP.jpg,38x46 cm,Mirosilver,23,285.98,514.76,1,Beltrami s.r.l.,,cm,"38,000","46,000",2025-11-01 02:42:15
6429/2,6429/2 OBRAZEK MATKA BOŻA KARMIĄCA 8x8  CM,https://wikomistral.ddns.net/Obrazki/6429.2_6429.jpg,8x8 cm,Mirosilver,23,80.63,193.51,34,Beltrami s.r.l.,odpowiednik 80002/3L,cm,"8,000","8,000",2025-11-01 02:42:15
6429/2X,6429/2X OBRAZEK MATKA BOŻA KARMIĄCA  12x12 CM,https://wikomistral.ddns.net/Obrazki/6429.2X_6429.jpg,12x12 cm,Mirosilver,23,130.87,287.91,14,Beltrami s.r.l.,odpowiednik 80002/4L,cm,"12,000","12,000",2025-11-01 02:42:15
6429/3,6429/3 OBRAZEK MATKA BOŻA KARMIĄCA 16x16  CM,https://wikomistral.ddns.net/Obrazki/6429.3_6429.jpg,16x16 cm,Mirosilver,23,200.98,401.96,26,Beltrami s.r.l.,odpowiednik 80002/4XL,cm,"16,000","16,000",2025-11-01 02:42:15
6430/2,6430/2 OBRAZEK ANIOŁEK 8x8 CM,https://wikomistral.ddns.net/Obrazki/6430.2_6330.jpg,8x8 cm,Mirosilver,23,80.63,193.51,36,Beltrami s.r.l.,,cm,"8,000","8,000",2025-11-01 02:42:15
6430/2W,6430/2W OBRAZEK ANIOŁEK 10x10 CM,https://wikomistral.ddns.net/Obrazki/6430.2W_6430-W.jpg,10x10 cm,Mirosilver,23,86.47,207.53,266,Beltrami s.r.l.,,cm,"10,000","10,000",2025-11-01 02:42:15
6430/2WM,6430/2WM OBRAZEK ANIOŁEK 10x10 CM,https://wikomistral.ddns.net/Obrazki/6430.2WM_6430WM.jpg,10x10 cm,Mirosilver,23,86.47,207.53,45,Beltrami s.r.l.,,cm,"10,000","10,000",2025-11-01 02:42:15
6430/2X,6430/2X OBRAZEK ANIOŁEK 12x12 CM,https://wikomistral.ddns.net/Obrazki/6430.2X_6330.jpg,12x12 cm,Mirosilver,23,130.87,287.91,40,Beltrami s.r.l.,,cm,"12,000","12,000",2025-11-01 02:42:15
6430/2XW,6430/2XW OBRAZEK ANIOŁEK 14x14 CM,https://wikomistral.ddns.net/Obrazki/6430.2XW_6430-W.jpg,14x14 cm,Mirosilver,23,142.56,313.63,65,Beltrami s.r.l.,,cm,"14,000","14,000",2025-11-01 02:42:15
6430/2XWM,6430/2XWM OBRAZEK ANIOŁEK 14x14 CM,https://wikomistral.ddns.net/Obrazki/6430.2XWM_6430WM.jpg,14x14 cm,Mirosilver,23,142.56,313.63,17,Beltrami s.r.l.,,cm,"14,000","14,000",2025-11-01 02:42:15
6430/3,6430/3 OBRAZEK ANIOŁEK 16x16 CM,https://wikomistral.ddns.net/Obrazki/6430.3_6330.jpg,16x16 cm,Mirosilver,23,200.98,401.96,2,Beltrami s.r.l.,,cm,"16,000","16,000",2025-11-01 02:42:15
6430/3W,6430/3W OBRAZEK ANIOŁEK 19x19 CM,https://wikomistral.ddns.net/Obrazki/6430.3W_6430-W.jpg,19x19 cm,Mirosilver,23,222.02,444.04,75,Beltrami s.r.l.,,cm,"19,000","19,000",2025-11-01 02:42:15
6432/1,6432/1 OBRAZEK ŚW. RODZINA 8x7 CM,https://wikomistral.ddns.net/Obrazki/6432.1_6432.jpg,8x7 cm,Mirosilver,23,68.94,165.46,387,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6432/2,"6432/2 OBRAZEK ŚW. RODZINA 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6432.2_6432.jpg,"11x9,5 cm",Mirosilver,23,93.48,224.35,109,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6432/3,"6432/3 OBRAZEK ŚW. RODZINA 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6432.3_6432.jpg,"15,5x14 cm",Mirosilver,23,146.06,321.33,92,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6432/5,6432/5 OBRAZ ŚW. RODZINA 20x18 CM,https://wikomistral.ddns.net/Obrazki/6432.5_6432.jpg,20x18 cm,Mirosilver,23,216.17,432.34,5,Beltrami s.r.l.,,cm,"20,000","18,000",2025-11-01 02:42:15
6432/6,6432/6 OBRAZ ŚW. RODZINA 28x25 CM,https://wikomistral.ddns.net/Obrazki/6432.6_6432.jpg,28x25 cm,Mirosilver,23,384.44,691.99,23,Beltrami s.r.l.,,cm,"28,000","25,000",2025-11-01 02:42:15
6432/7,6432/7 OBRAZ ŚW. RODZINA 36x33 CM,https://wikomistral.ddns.net/Obrazki/6432.7_6432.jpg,36x33 cm,Mirosilver,23,611.13,1100.03,18,Beltrami s.r.l.,,cm,"36,000","33,000",2025-11-01 02:42:15
6432SW/2,"6432SW/2 OBRAZEK ŚW. RODZINA 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6432SW.2_6432SW.jpg,"11x9,5 cm",Mirosilver,23,93.48,224.35,10,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6432SW/3,"6432SW/3 OBRAZEK ŚW. RODZINA 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6432SW.3_6432SW.jpg,"15,5x14 cm",Mirosilver,23,146.06,321.33,38,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6432SW/5,6432SW/5 OBRAZ ŚW. RODZINA 20x18 CM,https://wikomistral.ddns.net/Obrazki/6432SW.5_6432SW.jpg,20x18 cm,Mirosilver,23,216.17,432.34,23,Beltrami s.r.l.,,cm,"20,000","18,000",2025-11-01 02:42:15
6432SW/6,6432SW/6 OBRAZ ŚW. RODZINA 28x25 CM,https://wikomistral.ddns.net/Obrazki/6432SW.6_6432SW.jpg,28x25 cm,Mirosilver,23,384.44,691.99,0,Beltrami s.r.l.,,cm,"28,000","25,000",2025-11-01 02:42:15
6432SW/7,6432SW/7 OBRAZ ŚW. RODZINA 36x33 CM,https://wikomistral.ddns.net/Obrazki/6432SW.7_6432SW.jpg,36x33 cm,Mirosilver,23,611.13,1100.03,16,Beltrami s.r.l.,,cm,"36,000","33,000",2025-11-01 02:42:15
6432W/1,"6432W/1 PANEL ŚW. RODZINA 11x10,5 CM",https://wikomistral.ddns.net/Obrazki/6432W.1_6432W.jpg,"11x10,5 cm",Mirosilver,23,74.78,179.47,45,Beltrami s.r.l.,,cm,"11,000","10,500",2025-11-01 02:42:15
6432W/2,6432W/2 PANEL ŚW. RODZINA 16x15 CM,https://wikomistral.ddns.net/Obrazki/6432W.2_6432W.jpg,16x15 cm,Mirosilver,23,104.00,228.80,0,Beltrami s.r.l.,,cm,"16,000","15,000",2025-11-01 02:42:15
6432W/3,"6432W/3 PANEL ŚW. RODZINA 21x19,5 CM",https://wikomistral.ddns.net/Obrazki/6432W.3_6432W.jpg,"21x19,5 cm",Mirosilver,23,164.76,329.52,11,Beltrami s.r.l.,,cm,"21,000","19,500",2025-11-01 02:42:15
6432W/5,"6432W/5 PANEL ŚW. RODZINA 27,5x25,5 CM",https://wikomistral.ddns.net/Obrazki/6432W.5_6432W.jpg,"27,5x25,5 cm",Mirosilver,23,247.72,495.44,14,Beltrami s.r.l.,,cm,"27,500","25,500",2025-11-01 02:42:15
6433/1,6433/1 OBRAZEK MATKA BOŻA 8x7 CM,https://wikomistral.ddns.net/Obrazki/6433.1_6433.jpg,8x7 cm,Mirosilver,23,68.94,165.46,21,Beltrami s.r.l.,,cm,"8,000","7,000",2025-11-01 02:42:15
6433/2,"6433/2 OBRAZEK MATKA BOŻA 11x9,5 CM",https://wikomistral.ddns.net/Obrazki/6433.2_6433.jpg,"11x9,5 cm",Mirosilver,23,93.48,224.35,68,Beltrami s.r.l.,,cm,"11,000","9,500",2025-11-01 02:42:15
6433/3,"6433/3 OBRAZEK MATKA BOŻA 15,5x14 CM",https://wikomistral.ddns.net/Obrazki/6433.3_6433.jpg,"15,5x14 cm",Mirosilver,23,146.06,321.33,50,Beltrami s.r.l.,,cm,"15,500","14,000",2025-11-01 02:42:15
6433/5,6433/5 OBRAZ MATKA BOŻA 20x18 CM,https://wikomistral.ddns.net/Obrazki/6433.5_6433.jpg,20x18 cm,Mirosilver,23,216.17,432.34,27,Beltrami s.r.l.,,cm,"20,000","18,000",2025-11-01 02:42:15
6442/2,6442/2 OBRAZEK ANIOŁEK 6x9 CM,https://wikomistral.ddns.net/Obrazki/6442.2_6442.jpg,6x9 cm,Mirosilver,23,73.62,176.69,12,Beltrami s.r.l.,,cm,"6,000","9,000",2025-11-01 02:42:15
6442/2X,6442/2X OBRAZEK ANIOŁEK 9x13 CM,https://wikomistral.ddns.net/Obrazki/6442.2X_6442.jpg,9x13 cm,Mirosilver,23,114.51,251.92,15,Beltrami s.r.l.,,cm,"9,000","13,000",2025-11-01 02:42:15
6442/3,6442/3 OBRAZEK ANIOŁEK 13x18 CM,https://wikomistral.ddns.net/Obrazki/6442.3_6442.jpg,13x18 cm,Mirosilver,23,219.68,439.36,10,Beltrami s.r.l.,,cm,"13,000","18,000",2025-11-01 02:42:15
6443/1,"6443/0 OBRAZEK JEZU UFAM TOBIE 4,5x9 CM",https://wikomistral.ddns.net/Obrazki/6443.1_6443m.jpg,"4,5x9 cm",Mirosilver,23,64.27,154.25,25,Beltrami s.r.l.,,cm,"0,000","0,000",2025-11-01 02:42:15
6443/2,6443/2 OBRAZEK JEZU UFAM TOBIE 6x12 CM,https://wikomistral.ddns.net/Obrazki/6443.2_6443m.jpg,6x12 cm,Mirosilver,23,86.47,207.53,94,Beltrami s.r.l.,Bierzmowanie,cm,"6,000","12,000",2025-11-01 02:42:15
