indeks_katalogowy,nazwa,zdjecie,rozmiar,material,vat,cena_FV_brutto,cena_detal,stan_magazynowy,producent,opis_tekstowy,jednostka_wymiaru,szerokosc,wysokosc,ostatnia_aktualizacja
81310/1L,"81310/1L OBRAZ ŚW. RODZINA 37,5x30 CM",https://wikomistral.ddns.net/Obrazki/81310.1L_81310BL.jpg,"37,5x30 cm",Mirosilver,23,356.21,641.18,20,VALENTI & CO.SRL,,cm,"37,500","30,000",2025-11-01 02:42:15
81310/2L,81310/2L OBRAZ ŚW. RODZINA 46x37 CM,https://wikomistral.ddns.net/Obrazki/81310.2L_81310BL.jpg,46x37 cm,Mirosilver,23,506.76,912.17,6,VALENTI & CO.SRL,,cm,"46,000","37,000",2025-11-01 02:42:15
81322/3L,"81322/3L OBRAZEK MATKA BOŻA 6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81322.3L_81322_4XL.jpg,"6,5x11 cm",Mirosilver,23,74.78,179.47,7,VALENTI & CO.SRL,,cm,"6,500","11,000",2025-11-01 02:42:15
81322/3LCOL,"81322/3LCOL OBRAZEK MATKA BOŻA 6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81322.3LCOL_81322 COL.jpg,"6,5x11 cm",Mirosilver,23,86.59,207.82,7,VALENTI & CO.SRL,,cm,"6,500","11,000",2025-11-01 02:42:15
81322/3XL,81322/3XL OBRAZEK MATKA BOŻA 9x15 CM,https://wikomistral.ddns.net/Obrazki/81322.3XL_81322_4XL.jpg,9x15 cm,Mirosilver,23,108.24,238.13,6,VALENTI & CO.SRL,,cm,"9,000","15,000",2025-11-01 02:42:15
81322/3XLCOL,81322/3XLCOL OBRAZEK MATKA BOŻA 9x15 CM,https://wikomistral.ddns.net/Obrazki/81322.3XLCOL_81322_4XL COL.jpg,9x15 cm,Mirosilver,23,123.00,270.60,7,VALENTI & CO.SRL,,cm,"9,000","15,000",2025-11-01 02:42:15
81322/4XLCOL,81322/4XLCOL OBRAZEK MATKA BOŻA 12x20 CM,https://wikomistral.ddns.net/Obrazki/81322.4XLCOL_81322 COL.jpg,12x20 cm,Mirosilver,23,211.56,423.12,4,VALENTI & CO.SRL,,cm,"0,000","0,000",2025-11-01 02:42:15
81353/7LCOL,"81353/7LCOL OBRAZ OSTATNIA WIECZERZA      50x24,5 CM",https://wikomistral.ddns.net/Obrazki/81353.7LCOL_81353 6XLCOL.jpg,"50x24,5 cm",Mirosilver,23,600.73,1081.31,2,VALENTI & CO.SRL,,cm,"50,000","24,500",2025-11-01 02:42:15
81353/8LCOL,81353/8LCOL OBRAZ OSTATNIA WIECZERZA      65x32 CM,https://wikomistral.ddns.net/Obrazki/81353.8LCOL_81353 6XLCOL.jpg,65x32 cm,Mirosilver,23,891.50,1604.70,2,VALENTI & CO.SRL,,cm,"65,000","32,000",2025-11-01 02:42:15
81356/4LCOL,81356/4LCOL IKONA MATKA BOŻA KAZAŃSKA     16x20 CM,"https://wikomistral.ddns.net/Obrazki/81356.4LCOL_85302 COL, 81356 COL.jpg",16x20 cm,Mirosilver,23,223.25,446.50,5,VALENTI & CO.SRL,,cm,"0,000","0,000",2025-11-01 02:42:15
81371/1LBI,"81371/1LBI OBRAZEK PAMIĄTKA I KOMUNII  ŚW. 7,5x6,5 CM",https://wikomistral.ddns.net/Obrazki/81371.1LBI_81371-1LBI.jpg,"7,5x6,5 cm",Mirosilver,23,30.44,79.14,44,VALENTI & CO.SRL,,cm,"7,500","6,500",2025-11-01 02:42:15
81373/1LBI,"81373/1LBI OBRAZEK PAMIĄTKA ŚLUBU  7,5x6,5 CM",https://wikomistral.ddns.net/Obrazki/81373.1LBI_81373-1LBI.jpg,"7,5x6,5 cm",Mirosilver,23,40.59,105.53,16,VALENTI & CO.SRL,,cm,"7,500","6,500",2025-11-01 02:42:15
81397/3L,"81397/3L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81397.3L_81397-3-3X.jpg,"6,5x11 cm",Mirosilver,23,40.96,106.50,130,VALENTI & CO.SRL,odpowiednik dziewczynka 81398/3L,cm,"6,500","11,000",2025-11-01 02:42:15
81397/3LCOL,"81397/3LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81397.3LCOL_81397 -3-3X COL.jpg,"6,5x11 cm",Mirosilver,23,43.73,113.70,110,VALENTI & CO.SRL,odpowiednik dziewczynka 81398/3LCOL,cm,"6,500","11,000",2025-11-01 02:42:15
81397/3XL,81397/3XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,https://wikomistral.ddns.net/Obrazki/81397.3XL_81397-3-3X.jpg,9x15 cm,Mirosilver,23,59.22,142.13,190,VALENTI & CO.SRL,odpowiednik dziewczynka 81398/3XL,cm,"9,000","15,000",2025-11-01 02:42:15
81397/3XLCOL,81397/3XLCOL OBRAZEK PAMIĄTKA I KOMUNII   ŚW. 9x15 CM,https://wikomistral.ddns.net/Obrazki/81397.3XLCOL_81397 -3-3X COL.jpg,9x15 cm,Mirosilver,23,63.10,151.44,143,VALENTI & CO.SRL,odpowiednik dziewczynka 81398/3XLCOL,cm,"9,000","15,000",2025-11-01 02:42:15
81398/3L,"81398/3L OBRAZEK PAMIĄTKA I KOMUNII ŚW.   6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81398.3L_81398-3-3X.jpg,"6,5x11 cm",Mirosilver,23,40.96,106.50,103,VALENTI & CO.SRL,odpowiednik chłopczyk 81397/3L,cm,"6,500","11,000",2025-11-01 02:42:15
81398/3LCOL,"81398/3LCOL OBRAZEK PAMIĄTKA I KOMUNII    ŚW. 6,5x11 CM",https://wikomistral.ddns.net/Obrazki/81398.3LCOL_81398-3-3X COL (1).jpg,"6,5x11 cm",Mirosilver,23,43.73,113.70,96,VALENTI & CO.SRL,odpowiednik chłopczyk 81397/3LCOL,cm,"6,500","11,000",2025-11-01 02:42:15
81398/3XL,81398/3XL OBRAZEK PAMIĄTKA I KOMUNII ŚW.  9x15 CM,https://wikomistral.ddns.net/Obrazki/81398.3XL_81398-3-3X.jpg,9x15 cm,Mirosilver,23,59.22,142.13,185,VALENTI & CO.SRL,odpowiednik chłopczyk 81397/3XL,cm,"9,000","15,000",2025-11-01 02:42:15
81398/3XLCOL,81398/3XLCOL OBRAZEK PAMIĄTKA I KOMUNII   ŚW. 9x15 CM,https://wikomistral.ddns.net/Obrazki/81398.3XLCOL_81398-3-3X COL (1).jpg,9x15 cm,Mirosilver,23,63.10,151.44,142,VALENTI & CO.SRL,odpowiednik chłopczyk 81397/3XLCOL,cm,"9,000","15,000",2025-11-01 02:42:15
82109/3L,82109/3L OBRAZEK ANIOŁEK 9x13 CM,https://wikomistral.ddns.net/Obrazki/82109.3L_82109.jpg,9x13 cm,Mirosilver,23,103.32,227.30,3,VALENTI & CO.SRL,,cm,"9,000","13,000",2025-11-01 02:42:15
82109/4LPL,"82109/4LPL PANEL ANIOŁEK 11,5x17,5 CM",https://wikomistral.ddns.net/Obrazki/82109.4LPL_82109-4L-PL.jpg,"11,5x17,5 cm",Mirosilver,23,79.15,189.96,503,VALENTI & CO.SRL,,cm,"11,500","17,500",2025-11-01 02:42:15
AE0800/2,AE0800/2 IKONA MATKA BOŻA KAZAŃSKA 10x12  cm,https://wikomistral.ddns.net/Obrazki/AE0800.2_AE0800.jpg,10x12 cm,Mirosilver,23,60.76,145.82,45,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0800/2D,AE0800/2D IKONA MATKA BOŻA KAZAŃSKA       10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0800.2D_AE0800-D.jpg,10x12 cm,Mirosilver,23,61.93,148.63,27,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0800/3,"AE0800/3 IKONA MATKA BOŻA KAZAŃSKA        13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.3_AE0800.jpg,"13x16,5 cm",Mirosilver,23,88.81,213.14,42,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0800/3D,"AE0800/3D IKONA MATKA BOŻA KAZAŃSKA       13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.3D_AE0800-D.jpg,"13x16,5 cm",Mirosilver,23,93.48,224.35,23,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0800/4,"AE0800/4 IKONA MATKA BOŻA KAZAŃSKA        16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.4_AE0800.jpg,"16,5x21,5 cm",Mirosilver,23,122.69,269.92,26,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0800/4D,"AE0800/4D IKONA MATKA BOŻA KAZAŃSKA       16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.4D_AE0800-D.jpg,"16,5x21,5 cm",Mirosilver,23,129.70,285.34,17,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0800/5,"AE0800/5 IKONA MATKA BOŻA KAZAŃSKA        21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.5_AE0800.jpg,"21,5x28,5 cm",Mirosilver,23,192.80,385.60,23,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0800/5D,"AE0800/5D IKONA MATKA BOŻA KAZAŃSKA       21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.5D_AE0800-D.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,15,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0800/6,"AE0800/6 IKONA MATKA BOŻA KAZAŃSKA        26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.6_AE0800.jpg,"26,5x36,5 cm",Mirosilver,23,272.26,490.07,8,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0800/6D,"AE0800/6D IKONA MATKA BOŻA KAZAŃSKA       26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0800.6D_AE0800-D.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,12,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0801/2,AE0801/2 IKONA ŚWIĘTA RODZINA 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0801.2_AE0801.jpg,10x12 cm,Mirosilver,23,60.76,145.82,28,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0801/2D,AE0801/2D IKONA ŚWIĘTA RODZINA 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0801.2D_AE0801-D.jpg,10x12 cm,Mirosilver,23,61.93,148.63,10,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0801/3,"AE0801/3 IKONA ŚWIĘTA RODZINA 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0801.3_AE0801.jpg,"13x16,5 cm",Mirosilver,23,88.81,213.14,13,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0801/3D,"AE0801/3D IKONA ŚWIĘTA RODZINA 13x16,5    cm",https://wikomistral.ddns.net/Obrazki/AE0801.3D_AE0801-D.jpg,"13x16,5 cm",Mirosilver,23,93.48,224.35,17,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0801/4,"AE0801/4 IKONA ŚWIĘTA RODZINA 16,5x21,5   cm",https://wikomistral.ddns.net/Obrazki/AE0801.4_AE0801.jpg,"16,5x21,5 cm",Mirosilver,23,122.69,269.92,15,Atelier,,cm,"0,000","0,000",2025-11-01 02:42:15
AE0801/4D,"AE0801/4D IKONA ŚWIĘTA RODZINA 16,5x21,5  cm",https://wikomistral.ddns.net/Obrazki/AE0801.4D_AE0801-D.jpg,"16,5x21,5 cm",Mirosilver,23,129.70,285.34,5,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0801/5,"AE0801/5 IKONA ŚWIĘTA RODZINA 21,5x28,5   cm",https://wikomistral.ddns.net/Obrazki/AE0801.5_AE0801.jpg,"21,5x28,5 cm",Mirosilver,23,192.80,385.60,1,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0801/5D,"AE0801/5D IKONA ŚWIĘTA RODZINA 21,5x28,5  cm",https://wikomistral.ddns.net/Obrazki/AE0801.5D_AE0801-D.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,0,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0801/6,"AE0801/6 IKONA ŚWIĘTA RODZINA 26,5x36,5   cm",https://wikomistral.ddns.net/Obrazki/AE0801.6_AE0801.jpg,"26,5x36,5 cm",Mirosilver,23,272.26,490.07,6,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0801/6D,"AE0801/6D IKONA ŚWIĘTA RODZINA 26,5x36,5  cm",https://wikomistral.ddns.net/Obrazki/AE0801.6D_AE0801-D.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,10,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0803/2,AE0803/2 IKONA JEZUS 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0803.2_AE0803.jpg,10x12 cm,Mirosilver,23,60.76,145.82,20,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0803/2D,AE0803/2D IKONA JEZUS 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0803.2D_AE0803-D.jpg,10x12 cm,Mirosilver,23,61.93,148.63,13,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0803/3,"AE0803/3 IKONA JEZUS 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.3_AE0803.jpg,"13x16,5 cm",Mirosilver,23,88.81,213.14,18,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0803/3D,"AE0803/3D IKONA JEZUS 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.3D_AE0803-D.jpg,"13x16,5 cm",Mirosilver,23,93.48,224.35,16,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0803/4,"AE0803/4 IKONA JEZUS 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.4_AE0803.jpg,"16,5x21,5 cm",Mirosilver,23,122.69,269.92,16,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0803/4D,"AE0803/4D IKONA JEZUS 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.4D_AE0803-D.jpg,"16,5x21,5 cm",Mirosilver,23,129.70,285.34,13,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0803/5,"AE0803/5 IKONA JEZUS 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.5_AE0803.jpg,"21,5x28,5 cm",Mirosilver,23,192.80,385.60,20,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0803/5D,"AE0803/5D IKONA JEZUS 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.5D_AE0803-D.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,9,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0803/6,"AE0803/6 IKONA JEZUS 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.6_AE0803.jpg,"26,5x36,5 cm",Mirosilver,23,272.26,490.07,8,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0803/6D,"AE0803/6D IKONA JEZUS 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0803.6D_AE0803-D.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,5,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0806/2,AE0806/2 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0806.2_AE0806.jpg,10x12 cm,Mirosilver,23,60.76,145.82,15,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0806/2D,AE0806/2D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0806.2D_AE0806-D.jpg,10x12 cm,Mirosilver,23,61.93,148.63,4,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0806/3,"AE0806/3 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.3_AE0806.jpg,"13x16,5 cm",Mirosilver,23,88.81,213.14,14,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0806/3D,"AE0806/3D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.3D_AE0806-D.jpg,"13x16,5 cm",Mirosilver,23,93.48,224.35,16,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0806/4,"AE0806/4 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.4_AE0806.jpg,"16,5x21,5 cm",Mirosilver,23,122.69,269.92,7,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0806/4D,"AE0806/4D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.4D_AE0806-D.jpg,"16,5x21,5 cm",Mirosilver,23,129.70,285.34,7,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0806/5,"AE0806/5 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.5_AE0806.jpg,"21,5x28,5 cm",Mirosilver,23,192.80,385.60,0,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0806/5D,"AE0806/5D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.5D_AE0806-D.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,4,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0806/6,"AE0806/6 IKONA MATKA BOŻA NIEUSTAJĄCEJ    POMOCY 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.6_AE0806.jpg,"26,5x36,5 cm",Mirosilver,23,272.26,490.07,8,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0806/6D,"AE0806/6D IKONA MATKA BOŻA NIEUSTAJĄCEJ   POMOCY 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0806.6D_AE0806-D.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,4,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0840/2,AE0840/2 IKONA MATKA BOŻA KAZAŃSKA 10x12  cm,https://wikomistral.ddns.net/Obrazki/AE0840.2_AE0840.jpg,10x12 cm,Mirosilver,23,63.10,151.44,43,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0840/2D,AE0840/2D IKONA MATKA BOŻA KAZAŃSKA       10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0840.2D_AE0840-D.jpg,10x12 cm,Mirosilver,23,64.27,154.25,40,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0840/3,"AE0840/3 IKONA MATKA BOŻA KAZAŃSKA        13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0840.3_AE0840.jpg,"13x16,5 cm",Mirosilver,23,91.14,218.74,24,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0840/3D,"AE0840/3D IKONA MATKA BOŻA KAZAŃSKA       13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0840.3D_AE0840-D.jpg,"13x16,5 cm",Mirosilver,23,96.99,232.78,0,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0840/4,"AE0840/4 IKONA MATKA BOŻA KAZAŃSKA        16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0840.4_AE0840.jpg,"16,5x21,5 cm",Mirosilver,23,128.54,282.79,24,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0840/4D,"AE0840/4D IKONA MATKA BOŻA KAZAŃSKA       16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0840.4D_AE0840-D.jpg,"16,5x21,5 cm",Mirosilver,23,135.55,298.21,19,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0840/5,"AE0840/5 IKONA MATKA BOŻA KAZAŃSKA        21,5x28,5 CM",https://wikomistral.ddns.net/Obrazki/AE0840.5_AE0840.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,23,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0840/5D,"AE0840/5D IKONA MATKA BOŻA KAZAŃSKA       21,5x28,5 CM",https://wikomistral.ddns.net/Obrazki/AE0840.5D_AE0840-D.jpg,"21,5x28,5 cm",Mirosilver,23,206.82,413.64,14,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0840/6,"AE0840/6 IKONA MATKA BOŻA KAZAŃSKA        26,5x36,5 CM",https://wikomistral.ddns.net/Obrazki/AE0840.6_AE0840.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,12,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0840/6D,"AE0840/6D IKONA MATKA BOŻA KAZAŃSKA       26,5x36,5 CM",https://wikomistral.ddns.net/Obrazki/AE0840.6D_AE0840-D.jpg,"26,5x36,5 cm",Mirosilver,23,296.80,534.24,9,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0841/2,AE0841/2 IKONA ŚWIĘTA RODZINA 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0841.2_AE0841.jpg,10x12 cm,Mirosilver,23,63.10,151.44,18,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0841/2D,AE0841/2D IKONA ŚWIĘTA RODZINA 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0841.2D_AE0841-D.jpg,10x12 cm,Mirosilver,23,64.27,154.25,13,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0841/3,"AE0841/3 IKONA ŚWIĘTA RODZINA 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0841.3_AE0841.jpg,"13x16,5 cm",Mirosilver,23,91.14,218.74,14,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0841/3D,"AE0841/3D IKONA ŚWIĘTA RODZINA 13x16,5    cm",https://wikomistral.ddns.net/Obrazki/AE0841.3D_AE0841-D.jpg,"13x16,5 cm",Mirosilver,23,96.99,232.78,20,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0841/4,"AE0841/4 IKONA ŚWIĘTA RODZINA 16,5x21,5   cm",https://wikomistral.ddns.net/Obrazki/AE0841.4_AE0841.jpg,"16,5x21,5 cm",Mirosilver,23,128.54,282.79,31,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0841/4D,"AE0841/4D IKONA ŚWIĘTA RODZINA 16,5x21,5  cm",https://wikomistral.ddns.net/Obrazki/AE0841.4D_AE0841-D.jpg,"16,5x21,5 cm",Mirosilver,23,135.55,298.21,20,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0841/5,"AE0841/5 IKONA ŚWIĘTA RODZINA 21,5x28,5   cm",https://wikomistral.ddns.net/Obrazki/AE0841.5_AE0841.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,9,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0841/5D,"AE0841/5D IKONA ŚWIĘTA RODZINA 21,5x28,5  cm",https://wikomistral.ddns.net/Obrazki/AE0841.5D_AE0841-D.jpg,"21,5x28,5 cm",Mirosilver,23,206.82,413.64,5,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0841/6,"AE0841/6 IKONA ŚWIĘTA RODZINA 26,5x36,5   cm",https://wikomistral.ddns.net/Obrazki/AE0841.6_AE0841.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,9,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0841/6D,"AE0841/6D IKONA ŚWIĘTA RODZINA 26,5x36,5  cm",https://wikomistral.ddns.net/Obrazki/AE0841.6D_AE0841-D.jpg,"26,5x36,5 cm",Mirosilver,23,296.80,534.24,6,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0841/7,AE0841/7 IKONA ŚWIĘTA RODZINA 37x49 cm,https://wikomistral.ddns.net/Obrazki/AE0841.7_AE0841.jpg,37x49 cm,Mirosilver,23,491.94,885.49,11,Atelier,,cm,"37,000","49,000",2025-11-01 02:42:15
AE0841/7D,AE0841/7D IKONA ŚWIĘTA RODZINA 37x49 cm,https://wikomistral.ddns.net/Obrazki/AE0841.7D_AE0841-D.jpg,37x49 cm,Mirosilver,23,534.00,961.20,4,Atelier,,cm,"37,000","49,000",2025-11-01 02:42:15
AE0843/2,AE0843/2 IKONA JEZUS 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0843.2_AE0843.jpg,10x12 cm,Mirosilver,23,63.10,151.44,21,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0843/2D,AE0843/2D IKONA JEZUS 10x12 cm,https://wikomistral.ddns.net/Obrazki/AE0843.2D_AE0843-D.jpg,10x12 cm,Mirosilver,23,64.27,154.25,11,Atelier,,cm,"10,000","12,000",2025-11-01 02:42:15
AE0843/3,"AE0843/3 IKONA JEZUS 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.3_AE0843-D.jpg,"13x16,5 cm",Mirosilver,23,91.14,218.74,21,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0843/3D,"AE0843/3D IKONA JEZUS 13x16,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.3D_AE0843-D.jpg,"13x16,5 cm",Mirosilver,23,96.99,232.78,15,Atelier,,cm,"13,000","16,500",2025-11-01 02:42:15
AE0843/4,"AE0843/4 IKONA JEZUS 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.4_AE0843.jpg,"16,5x21,5 cm",Mirosilver,23,128.54,282.79,4,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0843/4D,"AE0843/4D IKONA JEZUS 16,5x21,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.4D_AE0843-D.jpg,"16,5x21,5 cm",Mirosilver,23,135.55,298.21,7,Atelier,,cm,"16,500","21,500",2025-11-01 02:42:15
AE0843/5,"AE0843/5 IKONA JEZUS 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.5_AE0843.jpg,"21,5x28,5 cm",Mirosilver,23,200.98,401.96,4,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0843/5D,"AE0843/5D IKONA JEZUS 21,5x28,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.5D_AE0843-D.jpg,"21,5x28,5 cm",Mirosilver,23,206.82,413.64,6,Atelier,,cm,"21,500","28,500",2025-11-01 02:42:15
AE0843/6,"AE0843/6 IKONA JEZUS 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.6_AE0843.jpg,"26,5x36,5 cm",Mirosilver,23,282.78,509.00,9,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
AE0843/6D,"AE0843/6D IKONA JEZUS 26,5x36,5 cm",https://wikomistral.ddns.net/Obrazki/AE0843.6D_AE0843-D.jpg,"26,5x36,5 cm",Mirosilver,23,296.80,534.24,5,Atelier,,cm,"26,500","36,500",2025-11-01 02:42:15
